Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,601,2,2,3,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,53,977,5,5,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,55,331,5,5,3,0,6.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,52,1846,4,4,3,35,37.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,39,214,4,2,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,925,4,5,4,29,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,49,719,1,2,1,3,9.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,3601,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,31,2958,4,5,4,51,36.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,1444,3,3,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,56,728,4,2,4,2,7.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,21,571,1,4,1,23,15.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,56,2342,1,3,1,101,92.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,26,1448,4,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,89,3,3,5,21,15.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,903,5,5,3,100,75.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,53,453,2,4,2,26,9.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,65,1276,3,4,2,401,435.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,1729,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,1708,2,2,2,6,19.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,3088,4,4,3,0,12.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,16,1747,2,4,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,66,692,2,2,5,0,8.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,20,255,2,1,2,0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,31,1107,5,4,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,1276,2,2,4,0,15.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,49,1562,1,1,3,59,42.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,1814,5,5,4,8,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,2288,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,31,956,5,5,5,0,8.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,631,4,4,5,6,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,25,3383,3,4,3,4,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,37,541,3,3,3,10,2.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,3578,5,5,5,6,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,3588,1,3,1,32,9.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,30,2303,2,2,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,53,867,2,2,5,0,19.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,62,399,2,2,3,0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,36,241,2,2,1,14,11.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,516,5,5,3,17,9.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,2133,5,5,5,0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,11,1464,1,1,1,0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,31,628,5,5,5,1,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,31,937,1,4,1,2,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,69,909,4,4,4,5,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,61,370,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,50,337,5,5,5,11,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,28,2654,2,3,2,13,14.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,56,3214,5,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,47,1721,3,3,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,55,571,4,4,4,7,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,47,1726,1,3,1,0,28.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,38,2454,3,4,4,29,53.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,50,1671,2,3,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,30,3802,5,4,5,13,23.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,38,3650,2,2,4,6,14.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,55,189,4,4,5,14,12.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,46,2066,3,3,2,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,13,550,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,46,371,1,1,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,1987,4,4,3,77,74.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,57,190,5,5,3,27,25.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,9,1035,5,4,5,12,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,47,594,2,2,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,50,314,3,5,3,19,15.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,2347,5,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,29,1992,4,5,4,0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,15,794,5,4,5,40,68.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,3612,1,1,2,5,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,21,591,3,4,3,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,32,1452,4,4,4,30,32.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,37,525,2,1,2,57,46.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,69,86,4,4,4,1,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,46,677,4,4,4,104,104.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,52,307,1,5,1,42,59.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,1542,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,3416,5,5,3,14,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,52,247,3,3,3,40,30.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,31,818,5,1,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,37,2948,5,4,4,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,27,531,2,4,2,2,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,44,946,3,3,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,13,2402,1,4,1,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,18,200,1,5,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,53,187,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,2961,4,4,5,3,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,59,164,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,1916,4,4,4,4,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,39,2249,1,1,2,26,30.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,33,1607,5,4,5,8,16.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,32,404,4,4,4,20,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,70,1299,1,3,1,0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,37,1500,2,2,5,6,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,255,5,5,3,4,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,37,507,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,45,2910,5,4,4,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,40,978,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,22,342,4,5,4,43,40.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,58,199,3,3,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,16,937,3,4,3,2,8.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,56,5,1,5,26,17.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,429,2,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,60,978,5,3,5,0,16.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,45,533,1,2,1,0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,37,600,5,5,2,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,54,1297,4,4,4,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,49,590,2,2,5,68,66.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,11,2176,3,5,3,37,32.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,66,308,5,5,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,32,1681,4,3,4,0,24.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,16,1969,2,3,2,0,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,361,2,2,4,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,14,529,1,5,1,12,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,80,611,2,2,3,0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,36,533,2,2,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,57,596,2,5,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,62,3699,5,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,65,508,3,5,3,13,12.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,40,199,2,5,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,25,2821,5,4,5,21,7.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,36,293,2,2,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,7,1605,3,5,3,15,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,50,377,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,51,2272,1,1,4,34,27.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,41,1582,4,3,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,58,551,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,39,1587,1,3,1,7,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,28,956,4,3,4,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,33,867,1,4,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,11,641,3,4,3,0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,56,587,4,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,66,682,2,2,4,2,13.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,2106,2,2,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,21,646,2,4,2,2,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,737,2,2,1,0,26.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,58,279,4,5,4,6,5.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,36,545,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,50,2303,3,3,4,0,6.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,44,355,3,3,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,58,1620,5,5,5,58,67.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,10,1448,2,2,2,4,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,47,861,1,1,5,7,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,27,749,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,57,3285,3,3,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,24,1041,1,4,1,1,27.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,53,628,4,4,5,12,6.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,38,3228,4,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,38,502,2,4,2,17,29.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,794,3,3,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,30,2628,2,3,2,41,40.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,13,813,5,4,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,35,438,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,52,3298,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,45,1546,1,1,4,12,43.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,55,1010,3,3,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,270,4,4,5,4,21.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,60,109,2,2,3,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,251,3,3,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,54,1747,5,4,5,2,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,47,153,2,3,4,0,15.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,24,957,2,5,2,0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1440,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,30,451,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,34,481,1,3,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,65,1703,1,1,4,1,11.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,15,1590,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,50,331,4,4,4,73,64.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,56,1157,1,1,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,55,328,4,2,4,0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29,546,4,4,4,58,60.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,33,1987,4,4,1,1,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,2427,5,5,4,0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,30,1947,4,4,4,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,28,337,5,4,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,632,3,4,3,44,40.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,27,108,4,1,4,0,28.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,22,569,2,3,2,5,9.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,951,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,56,399,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,986,3,3,4,0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,68,389,3,3,3,0,10.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,48,491,2,4,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,30,337,5,5,5,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,54,541,5,4,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,35,1014,3,3,1,13,11.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,38,406,2,2,1,21,13.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,42,986,1,5,1,10,10.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,32,666,2,2,2,0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,1805,5,5,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,52,3398,5,5,5,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,60,1754,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,397,4,4,5,20,17.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,27,2628,3,4,3,1,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,38,240,5,5,5,40,32.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,1448,5,5,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,45,223,1,1,2,5,4.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,58,1651,4,4,3,32,25.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,42,280,5,5,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,40,421,4,2,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,74,4,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,50,828,2,2,4,81,79.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,1866,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,35,451,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,56,2356,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,23,1211,4,5,4,13,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,51,850,3,5,3,5,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,36,2133,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,17,2852,3,3,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,19,852,5,5,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,460,5,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,80,633,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,41,277,5,3,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,3959,5,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,2738,4,5,3,0,3.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,11,610,5,1,5,82,65.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,29,1875,4,3,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,404,5,5,4,3,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,42,337,3,5,3,6,14.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,25,692,1,3,1,24,29.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,546,5,5,5,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,46,406,3,3,3,89,74.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,43,997,5,5,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,55,612,4,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,64,325,2,2,2,17,11.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,56,3367,4,4,5,9,10.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,56,188,2,3,1,184,175.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,40,147,4,1,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,2218,4,4,4,7,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,47,447,1,1,1,3,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,31,1670,3,4,3,4,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,25,1426,4,4,4,4,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,58,3760,5,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,29,1452,4,4,4,6,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,18,1635,3,4,3,150,168.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,39,808,3,3,3,15,3.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,37,2089,1,1,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,1961,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,826,2,2,5,65,74.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,44,429,2,2,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,2213,4,4,1,1,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,25,2421,5,2,5,13,17.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,44,184,2,3,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,55,3714,5,5,5,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,58,2075,1,4,1,43,24.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,3994,4,4,4,2,17.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,74,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,36,2583,4,2,3,192,179.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,48,992,4,4,1,6,8.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,38,1620,5,5,4,7,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,34,2475,4,4,5,0,8.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,32,3390,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,58,1846,5,5,4,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,1061,3,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,44,326,1,1,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,39,3153,3,3,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,54,2031,5,5,4,33,20.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,41,438,2,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,69,351,4,4,4,0,13.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,2191,3,3,3,0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,31,1636,4,5,4,6,15.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,48,163,2,3,4,5,7.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,23,2279,4,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,25,403,4,4,4,2,4.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,41,1189,5,5,5,0,8.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,38,867,3,5,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,21,846,4,3,4,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,52,1448,2,1,2,0,23.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,61,3919,5,5,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,29,1851,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,9,67,4,4,4,46,66.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,1524,5,5,3,6,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,1096,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,2658,4,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,19,1222,1,4,1,5,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,55,1514,4,4,5,1,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,30,230,3,4,3,2,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3662,3,3,3,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,48,2640,5,3,5,0,43.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,68,432,4,5,4,56,45.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,24,1205,3,3,3,23,5.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,37,1481,3,3,3,7,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,40,190,1,4,1,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,38,255,3,4,3,22,24.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,17,430,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,25,948,4,3,4,11,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,25,1595,2,3,2,115,120.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,64,1471,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,54,462,2,2,3,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,75,111,3,2,3,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,62,1235,2,4,2,1,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,62,327,4,4,5,12,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,280,5,5,3,37,14.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,40,230,4,3,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,946,4,4,4,12,7.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,43,868,2,3,2,4,13.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,40,1590,3,4,3,18,7.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,16,285,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,2187,5,5,5,3,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,47,83,5,2,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,1943,4,4,3,84,52.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,55,484,2,2,3,1,44.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,460,5,5,5,8,2.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,60,109,1,1,3,0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,72,192,4,4,1,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,36,368,1,2,1,8,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,52,1706,2,3,2,33,7.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,55,657,1,4,1,0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,1464,4,4,4,4,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,602,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,27,440,5,2,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,72,2586,2,2,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,62,370,1,1,1,15,10.0
